name,nbar,maxChar,aspectRatio,bandwidth,rotation,orientation
877_2,22,3,2,0.9,-90,0
878_1,21,3,1,0.5,-45,0
878_2,21,3,0.5,0.8,0,1
880_1,10,10,0.75,1,0,1
880_2,10,10,0.5,0.5,0,1
881_1,7,3,1.5,1,0,0
881_2,7,3,1.75,0.9,-90,0
882_1,11,13,1.75,0.9,0,1
882_2,11,13,0.75,0.4,0,1
884_1,7,4,0.5,0.4,0,1
884_2,7,4,1.5,0.7,-90,0
885_1,20,13,0.5,1,-45,0
885_2,20,13,1.5,0.9,0,1
886_1,23,10,1.25,0.9,0,1
886_2,23,10,1.5,0.9,-90,0
887_1,25,4,0.5,0.4,0,1
887_2,25,4,2,0.9,0,0
888_1,19,11,2,0.7,-90,0
888_2,19,11,1.75,0.6,0,1
889_1,25,4,1.5,0.9,0,1
889_2,25,4,1,0.8,0,1
891_1,17,4,1.25,0.4,-45,0
891_2,17,4,0.5,0.6,-45,0
892_1,15,10,1.25,0.3,0,1
892_2,15,10,2,0.4,0,1
893_1,23,14,1.75,0.3,0,1
893_2,23,14,0.5,1,0,1
894_1,25,9,2,0.8,-45,0
894_2,25,9,0.5,0.7,0,1
895_1,12,4,1.5,0.4,0,0
895_2,12,4,1.5,1,0,1
896_1,6,7,1.25,0.5,0,1
896_2,6,7,1.5,0.9,-45,0
897_1,5,8,0.5,0.4,-45,0
897_2,5,8,1.75,0.8,0,0
898_1,21,10,0.5,0.4,-90,0
898_2,21,10,1.5,0.4,0,1
899_1,15,12,1.25,0.7,-45,0
899_2,15,12,1,0.9,-45,0
900_1,19,11,0.75,0.5,-90,0
900_2,19,11,0.5,0.7,-90,0
901_1,23,14,1.25,0.3,0,1
901_2,23,14,2,0.9,0,1
902_1,22,5,1.75,1,0,0
902_2,22,5,1.25,0.7,-90,0
903_1,18,11,0.5,1,0,1
903_2,18,11,1.25,0.7,-45,0
904_1,7,8,0.75,0.4,0,1
904_2,7,8,1.25,0.6,0,0
905_1,16,7,1.75,0.5,-90,0
905_2,16,7,0.75,0.6,0,1
907_1,13,4,1.5,0.7,-90,0
907_2,13,4,1.5,0.5,-45,0
908_1,6,12,1.25,0.8,-90,0
908_2,6,12,0.5,0.7,-45,0
909_1,24,10,1.25,0.4,0,1
909_2,24,10,0.5,0.5,0,1
910_1,20,8,1.5,1,-45,0
910_2,20,8,0.5,0.3,-90,0
911_1,25,6,1.25,0.7,0,1
911_2,25,6,1.75,1,0,1
912_1,19,6,2,0.6,-90,0
912_2,19,6,2,0.9,-90,0
913_1,8,7,1.25,1,-90,0
913_2,8,7,1.25,0.8,0,1
914_1,13,4,0.5,0.9,0,1
914_2,13,4,0.75,0.9,-90,0
915_1,5,12,1,0.6,-45,0
915_2,5,12,1.25,0.8,0,1
916_1,6,11,1.25,0.7,0,1
916_2,6,11,1.75,0.3,0,1
917_1,21,3,0.75,0.3,0,1
917_2,21,3,1,0.8,-45,0
918_1,19,6,1.75,0.4,0,1
918_2,19,6,2,0.8,-90,0
919_1,16,3,1.25,0.5,0,1
919_2,16,3,1.25,0.9,0,1
920_1,21,10,0.5,0.5,-90,0
920_2,21,10,0.5,0.3,0,1
921_1,8,12,0.75,1,0,1
921_2,8,12,1.5,0.3,0,1
922_1,14,5,1.5,0.8,0,1
922_2,14,5,1.25,0.5,0,0
923_1,5,6,1.25,0.9,-90,0
923_2,5,6,1.25,0.7,0,1
925_1,11,8,0.75,0.4,-90,0
925_2,11,8,1.75,1,0,1
926_1,21,4,1,0.7,0,1
926_2,21,4,2,0.5,-90,0
927_1,21,4,1.25,0.8,0,1
927_2,21,4,1,0.4,0,1
928_1,9,11,0.5,0.9,0,1
928_2,9,11,1.75,0.7,0,1
929_1,22,11,1.5,0.3,-45,0
929_2,22,11,0.5,0.3,-45,0
930_1,21,3,1.25,0.6,0,1
930_2,21,3,1.25,0.9,-90,0
931_1,6,3,1.75,0.3,0,1
931_2,6,3,1,0.3,0,1
932_1,13,5,0.5,0.4,0,1
932_2,13,5,1,0.6,-90,0
933_1,24,10,1.25,1,0,1
933_2,24,10,2,0.9,0,1
934_1,22,10,1,0.6,-45,0
934_2,22,10,1.5,0.5,-90,0
935_1,9,4,0.75,0.8,0,1
935_2,9,4,1.75,0.3,-90,0
936_1,20,12,0.75,0.4,0,1
936_2,20,12,0.75,0.5,0,1
937_1,14,13,0.75,0.8,-90,0
937_2,14,13,0.75,0.3,0,1
938_1,21,12,2,0.8,-90,0
938_2,21,12,1.5,0.7,0,1
941_1,12,5,1.5,0.5,-45,0
941_2,12,5,1,0.5,-90,0
942_1,8,12,1,0.7,-90,0
942_2,8,12,1.75,1,-45,0
943_1,12,7,1.5,0.4,0,1
943_2,12,7,2,0.5,0,1
944_1,7,13,0.5,0.3,-90,0
944_2,7,13,0.5,0.5,0,1
945_1,20,12,0.75,0.8,0,1
945_2,20,12,2,0.4,-90,0
946_1,7,3,1.75,0.9,0,0
946_2,7,3,1,0.8,0,1
947_1,9,4,2,0.7,-45,0
947_2,9,4,1.5,0.9,0,0
948_1,21,3,1.75,0.6,0,1
948_2,21,3,2,0.7,0,1
949_1,9,11,1.25,0.5,0,1
949_2,9,11,1.25,0.7,-90,0
951_1,19,13,1,0.4,-45,0
951_2,19,13,1,1,-45,0
952_1,17,11,1.25,0.6,0,1
952_2,17,11,1,0.4,-90,0
953_1,24,9,1,0.5,0,1
953_2,24,9,1.75,0.5,0,1
956_1,18,6,1.75,0.8,0,1
956_2,18,6,2,0.7,-45,0
958_1,21,8,0.5,0.6,-45,0
958_2,21,8,0.75,0.3,0,1
959_1,6,9,2,0.3,-90,0
959_2,6,9,1,0.9,-45,0
961_1,10,11,0.75,0.7,-45,0
961_2,10,11,1.5,1,0,1
962_1,7,8,1.75,0.5,0,1
962_2,7,8,0.5,0.7,0,1
964_1,12,5,0.5,0.6,-45,0
964_2,12,5,1,0.7,0,1
965_1,5,5,1,0.7,0,0
965_2,5,5,2,0.9,0,1
967_1,17,12,1,0.5,0,1
967_2,17,12,1.25,1,0,1
968_1,15,8,1.25,0.3,0,1
968_2,15,8,1,0.3,0,1
970_1,12,7,2,1,-90,0
970_2,12,7,0.5,0.7,-45,0
971_1,9,8,1.75,0.7,0,0
971_2,9,8,1,0.7,-45,0
972_1,22,13,0.75,1,0,1
972_2,22,13,1.25,0.7,-90,0
973_1,17,4,1.75,0.6,-45,0
973_2,17,4,1.75,0.7,-90,0
974_1,11,8,0.5,0.3,0,1
974_2,11,8,1.75,0.7,0,1
975_1,17,11,0.5,0.7,-90,0
975_2,17,11,1,0.3,0,1
977_1,6,7,1.75,1,0,1
977_2,6,7,1.25,0.5,-45,0
978_1,23,9,1.25,0.7,0,1
978_2,23,9,1.75,0.6,0,1
979_1,19,10,1,0.4,0,1
979_2,19,10,2,0.6,-45,0
981_1,19,12,1,0.4,-45,0
981_2,19,12,0.75,0.7,-90,0
982_1,8,4,0.5,0.4,0,1
982_2,8,4,0.75,0.6,0,0
983_1,25,6,1.5,0.8,-90,0
983_2,25,6,1.5,0.4,0,1
984_1,7,10,1.5,0.3,0,1
984_2,7,10,1.5,1,0,0
986_1,19,14,2,0.6,-90,0
986_2,19,14,1,0.9,0,1
987_1,18,5,1.75,0.6,-45,0
987_2,18,5,0.5,0.6,-90,0
988_1,10,12,1,0.7,0,1
988_2,10,12,1.25,0.8,-90,0
989_1,22,9,0.5,1,0,1
989_2,22,9,1.75,1,0,1
990_1,25,4,1,0.8,-45,0
990_2,25,4,1.75,0.5,0,1
991_1,5,6,1.5,0.4,-90,0
991_2,5,6,1,0.5,0,1
992_1,14,9,0.5,0.7,-45,0
992_2,14,9,1.25,0.3,0,1
994_1,16,11,1,0.8,-45,0
994_2,16,11,1.75,1,0,1
995_1,20,6,2,0.7,0,1
995_2,20,6,0.5,1,0,1
996_1,5,13,1.75,0.3,-45,0
996_2,5,13,1,0.3,0,1
997_1,6,11,1.75,1,-90,0
997_2,6,11,0.5,0.4,0,1
998_1,23,12,1.25,0.7,0,1
998_2,23,12,1.75,0.8,0,1
999_1,21,5,2,0.7,0,0
999_2,21,5,1.25,0.9,0,1
1000_1,13,3,0.5,0.4,-90,0
1000_2,13,3,1.75,0.6,0,1
1001_1,7,14,1.5,1,-45,0
1001_2,7,14,0.75,0.7,0,1
1003_1,25,11,1.5,0.3,0,1
1003_2,25,11,1.75,0.9,0,1
1004_1,6,14,1.5,0.5,0,1
1004_2,6,14,1.75,0.8,0,0
1005_1,12,9,1.25,1,0,1
1005_2,12,9,1.5,0.9,0,1
1007_1,20,6,2,0.3,0,0
1007_2,20,6,1.75,0.4,0,1
2000_1,21,9,1,1,-45,0
2000_2,21,9,1,0.7,0,1
2001_1,22,8,2,0.4,0,1
2001_2,22,8,0.75,0.5,-45,0
2002_1,16,11,0.5,0.5,0,1
2002_2,16,11,1.5,0.3,-90,0
2003_1,23,13,1.5,1,0,1
2003_2,23,13,2,0.4,-45,0
2004_1,16,14,1.25,0.4,-90,0
2004_2,16,14,1,0.7,-45,0
2005_1,12,3,1,0.4,-90,0
2005_2,12,3,2,0.4,0,1
2006_1,10,6,0.75,0.4,0,1
2006_2,10,6,1.75,0.3,0,1
2007_1,15,3,2,0.6,0,1
2007_2,15,3,1.25,0.4,-45,0
2009_1,22,10,1.75,0.6,-90,0
2009_2,22,10,1,0.4,0,1
2011_1,24,6,0.75,0.9,0,1
2011_2,24,6,1.75,0.6,0,1
2012_1,22,6,0.5,0.7,-45,0
2012_2,22,6,1,0.8,-90,0
2015_1,15,5,1.75,0.8,0,1
2015_2,15,5,1.25,0.5,-45,0
2017_1,14,3,2,0.7,0,1
2017_2,14,3,0.5,0.9,-45,0
2018_1,23,4,0.5,0.9,0,1
2018_2,23,4,1,0.4,0,1
2019_1,6,6,1.75,0.6,0,1
2019_2,6,6,1.5,0.9,0,1
2020_1,7,10,0.75,0.3,0,1
2020_2,7,10,1.25,0.7,-45,0
2021_1,20,4,1.75,0.7,0,1
2021_2,20,4,1.75,0.3,-90,0
2022_1,8,11,1,0.4,0,1
2022_2,8,11,1.75,0.4,0,1
2023_1,11,14,2,0.7,-45,0
2023_2,11,14,0.75,0.8,-45,0
2024_1,25,11,1,0.4,0,1
2024_2,25,11,1.75,0.9,0,1
2025_1,8,7,0.75,1,-90,0
2025_2,8,7,2,0.9,-45,0
2027_1,12,5,1.5,0.4,0,1
2027_2,12,5,0.75,0.4,0,1
2028_1,8,14,1.5,1,0,1
2028_2,8,14,2,0.3,0,1
2030_1,9,9,1.75,0.9,-90,0
2030_2,9,9,0.75,0.8,-90,0
2033_1,7,13,1.25,0.4,-90,0
2033_2,7,13,0.5,0.3,0,1
2034_1,14,8,1,0.6,0,1
2034_2,14,8,0.5,0.8,0,1
2037_1,12,3,0.5,0.6,0,1
2037_2,12,3,1.5,1,-90,0
2038_1,17,9,1,1,0,1
2038_2,17,9,1.5,0.5,0,1
2039_1,20,10,1,0.4,-90,0
2039_2,20,10,1.75,0.4,-45,0
2040_1,19,12,1.75,0.5,0,1
2040_2,19,12,1.75,0.8,-90,0
2041_1,10,4,1.75,0.6,-45,0
2041_2,10,4,2,0.5,0,0
2042_1,20,14,0.75,0.7,-45,0
2042_2,20,14,1.25,0.6,-90,0
2043_1,11,10,1.5,0.9,-45,0
2043_2,11,10,1.25,0.5,0,1
2045_1,20,3,1.5,0.7,0,1
2045_2,20,3,1.25,0.8,-45,0
2046_1,16,14,1.75,0.4,0,1
2046_2,16,14,1,0.4,0,1
2047_1,5,12,2,0.3,-45,0
2047_2,5,12,1.5,0.7,0,1
2048_1,25,12,1,0.9,0,1
2048_2,25,12,0.75,0.9,-90,0
2049_1,13,7,1.75,0.9,0,1
2049_2,13,7,2,0.3,0,0
2050_1,7,9,1.25,0.5,-90,0
2050_2,7,9,1.5,0.8,0,1
2051_1,5,8,1.5,0.6,0,0
2051_2,5,8,1.25,0.8,0,0
2052_1,25,14,1.75,0.7,-90,0
2052_2,25,14,2,0.8,-90,0
2053_1,10,6,0.5,0.3,0,1
2053_2,10,6,2,0.3,-45,0
2054_1,18,3,1.25,0.5,-45,0
2054_2,18,3,1.75,0.9,0,1
2055_1,22,4,1.25,1,0,1
2055_2,22,4,0.5,1,0,1
2056_1,22,11,1.25,1,0,1
2056_2,22,11,1.75,0.5,-45,0
2058_1,12,6,1.25,0.8,0,1
2058_2,12,6,1.25,0.6,0,1
2059_1,6,11,0.75,0.4,0,1
2059_2,6,11,0.75,0.3,-45,0
2061_1,23,9,1.25,0.6,-45,0
2061_2,23,9,1.75,0.4,0,1
2064_1,18,9,0.75,1,-90,0
2064_2,18,9,1.25,1,0,1
2065_1,24,12,0.75,0.9,0,1
2065_2,24,12,1.75,0.9,0,1
2066_1,24,5,1.5,0.6,0,1
2066_2,24,5,1.5,0.7,0,1
2067_1,8,14,1.75,0.6,0,1
2067_2,8,14,1.25,0.7,-90,0
2068_1,24,8,1.5,0.7,0,1
2068_2,24,8,1.75,0.6,0,1
2069_1,6,3,0.75,0.3,0,1
2069_2,6,3,2,0.6,0,1
2070_1,10,8,1,0.8,-90,0
2070_2,10,8,1,1,0,1
2072_1,13,7,2,1,-90,0
2072_2,13,7,1.75,1,-90,0
2073_1,12,12,0.75,0.4,0,1
2073_2,12,12,0.5,0.3,0,1
2074_1,9,7,1.75,0.3,0,1
2074_2,9,7,0.5,0.4,-45,0
2075_1,10,10,1.5,0.4,0,1
2075_2,10,10,1.5,0.8,0,1
2076_1,8,12,1.75,0.9,-90,0
2076_2,8,12,1.75,0.8,-45,0
2077_1,5,11,0.75,0.9,0,1
2077_2,5,11,2,0.4,0,1
2078_1,11,7,1.25,0.6,-90,0
2078_2,11,7,1.25,0.6,-90,0
2080_1,12,10,2,0.4,0,1
2080_2,12,10,0.5,0.6,0,1
2081_1,18,8,0.5,0.3,0,1
2081_2,18,8,0.5,0.3,0,1
2082_1,9,11,1.75,0.4,0,1
2082_2,9,11,0.75,0.8,-90,0
2083_1,10,5,1,0.7,0,1
2083_2,10,5,1,0.9,0,1
2084_1,12,8,1.5,0.7,0,1
2084_2,12,8,1.25,0.4,0,1
2085_1,13,14,2,0.7,0,1
2085_2,13,14,0.5,0.6,-45,0
2086_1,13,9,1.5,0.7,-90,0
2086_2,13,9,1.25,1,-90,0
2087_1,7,8,0.75,0.4,0,1
2087_2,7,8,1.25,1,0,1
2088_1,13,14,0.75,1,0,1
2088_2,13,14,0.75,0.4,0,1
2090_1,17,14,1.5,0.7,-90,0
2090_2,17,14,1.5,0.9,-45,0
2092_1,11,10,1.5,0.9,0,1
2092_2,11,10,1.75,0.3,-90,0
2093_1,15,3,1.25,0.8,0,1
2093_2,15,3,1.25,1,0,0
2094_1,14,4,1.5,0.9,0,1
2094_2,14,4,0.75,0.9,0,1
2095_1,17,9,1.25,0.4,0,1
2095_2,17,9,2,0.9,0,1
2096_1,22,11,1,0.9,0,1
2096_2,22,11,0.75,0.7,0,1
2097_1,20,4,1.75,0.3,-45,0
2097_2,20,4,1.75,0.5,-90,0
2099_1,20,4,0.75,0.5,-90,0
2099_2,20,4,1.75,0.9,0,0
2101_1,11,8,1,0.7,0,1
2101_2,11,8,1.75,0.5,0,1
2104_1,24,4,0.75,0.6,0,1
2104_2,24,4,0.5,0.3,-90,0
2106_1,16,6,1.5,0.4,-90,0
2106_2,16,6,1,0.8,-90,0
2107_1,20,8,0.5,0.4,-45,0
2107_2,20,8,1,0.9,-90,0
2108_1,23,3,1,1,-90,0
2108_2,23,3,0.5,0.5,-45,0
2109_1,16,13,1.25,0.3,0,1
2109_2,16,13,1.75,0.6,0,1
2111_1,19,4,1,0.4,-45,0
2111_2,19,4,1.25,0.8,-45,0
2112_1,22,6,1,0.4,-45,0
2112_2,22,6,0.5,0.6,-45,0
2113_1,20,4,2,1,-90,0
2113_2,20,4,1.25,0.9,-45,0
2115_1,19,14,0.5,0.8,0,1
2115_2,19,14,1,0.8,0,1
2116_1,12,13,1.5,0.4,-90,0
2116_2,12,13,2,0.5,0,1
2117_1,15,11,1.5,0.5,-45,0
2117_2,15,11,1,0.7,-90,0
2118_1,16,7,1,0.4,0,1
2118_2,16,7,2,0.4,-90,0
2119_1,7,9,2,0.6,0,0
2119_2,7,9,0.5,0.3,0,1
2120_1,23,4,1.25,0.3,0,1
2120_2,23,4,0.5,0.5,0,1
2121_1,7,7,1.25,0.3,0,1
2121_2,7,7,1,1,0,1
2123_1,25,6,1.25,0.7,-45,0
2123_2,25,6,0.5,0.3,0,1
2124_1,9,10,1.25,0.9,-45,0
2124_2,9,10,2,1,0,1
2125_1,7,9,2,0.3,-45,0
2125_2,7,9,1.25,1,-45,0
2127_1,9,5,2,0.4,0,1
2127_2,9,5,1.25,0.4,0,0
2129_1,15,8,1.5,0.5,-45,0
2129_2,15,8,1.5,0.5,0,1
2130_1,13,3,1.75,1,-45,0
2130_2,13,3,1,0.6,0,1
2131_1,9,12,1.25,0.6,0,1
2131_2,9,12,1.75,0.9,0,1
2132_1,8,14,1,0.8,0,1
2132_2,8,14,1.5,0.5,0,1
2133_1,24,8,0.5,0.5,-45,0
2133_2,24,8,1.75,0.8,-90,0
2134_1,19,4,2,0.5,0,1
2134_2,19,4,2,0.5,0,1
2135_1,22,11,2,0.6,0,1
2135_2,22,11,2,1,0,1
2136_1,24,4,1,0.6,-45,0
2136_2,24,4,1.75,0.7,-90,0
2137_1,15,3,1.25,0.4,-45,0
2137_2,15,3,1.75,0.3,0,0
2138_1,25,14,1.25,0.5,0,1
2138_2,25,14,0.5,0.9,0,1
2140_1,7,8,0.5,1,-45,0
2140_2,7,8,0.5,0.7,-45,0
2141_1,17,14,2,0.5,0,1
2141_2,17,14,0.75,0.7,0,1
2143_1,11,14,2,0.4,-90,0
2143_2,11,14,0.5,1,0,1
2145_1,17,7,1.25,0.7,0,1
2145_2,17,7,1.75,0.7,-45,0
2146_1,14,13,1.75,0.9,-90,0
2146_2,14,13,0.75,0.8,-90,0
2147_1,25,12,1,0.7,-90,0
2147_2,25,12,1.5,0.5,0,1
2151_1,21,6,1.75,1,-45,0
2151_2,21,6,1.75,1,-45,0
2152_1,9,13,0.75,1,-45,0
2152_2,9,13,1.25,0.6,0,1
2153_1,9,3,1.25,0.5,0,1
2153_2,9,3,0.5,1,-90,0
2154_1,24,12,0.75,0.7,0,1
2154_2,24,12,1.25,0.7,0,1
2155_1,14,5,0.5,0.8,0,1
2155_2,14,5,2,0.5,0,1
2156_1,13,13,1.75,1,0,1
2156_2,13,13,1.25,0.8,0,1
2157_1,11,12,1,0.7,0,1
2157_2,11,12,1.75,0.4,-45,0
2159_1,16,3,2,0.8,0,1
2159_2,16,3,2,0.8,0,0
2161_1,9,10,2,0.8,0,1
2161_2,9,10,0.5,0.6,-90,0
2162_1,19,3,0.75,0.5,0,1
2162_2,19,3,1.5,1,-45,0
2163_1,25,3,0.75,0.5,-45,0
2163_2,25,3,1,0.8,0,1
2164_1,11,14,1.5,0.4,-90,0
2164_2,11,14,0.75,0.7,-90,0
2166_1,18,4,2,0.4,0,1
2166_2,18,4,2,0.5,0,1
2167_1,20,9,0.75,1,0,1
2167_2,20,9,1.75,0.3,-45,0
2168_1,8,12,0.75,0.8,-90,0
2168_2,8,12,0.5,0.8,-45,0
2169_1,20,10,1.25,0.3,0,1
2169_2,20,10,1.75,1,-45,0
2170_1,18,12,2,0.3,0,1
2170_2,18,12,2,0.4,-45,0
2171_1,18,5,1.75,1,0,1
2171_2,18,5,1,0.3,-45,0
2172_1,20,13,0.75,0.3,-45,0
2172_2,20,13,0.5,0.3,-45,0
2173_1,9,10,2,0.9,0,0
2173_2,9,10,1.25,0.4,0,1
2174_1,5,10,1.5,0.3,0,1
2174_2,5,10,2,1,-45,0
2176_1,5,11,1.5,0.8,0,1
2176_2,5,11,0.75,0.4,0,1
2177_1,11,3,1.25,0.4,0,1
2177_2,11,3,1.25,0.5,0,1
2179_1,7,9,0.5,0.4,0,1
2179_2,7,9,1,0.5,-90,0
2181_1,6,7,1,1,0,1
2181_2,6,7,1.25,0.9,0,1
2183_1,7,3,1.25,0.9,0,0
2183_2,7,3,0.5,0.7,0,1
2184_1,25,10,0.5,0.4,0,1
2184_2,25,10,1.25,1,-90,0
2187_1,7,6,1,0.9,0,0
2187_2,7,6,1.75,0.4,0,1
2188_1,14,4,1,0.7,0,1
2188_2,14,4,2,0.5,-90,0
2189_1,14,10,1.5,0.6,0,1
2189_2,14,10,1.5,0.7,-90,0
2190_1,5,7,1.5,0.8,-45,0
2190_2,5,7,1,0.6,0,1
2191_1,12,6,0.75,0.3,-90,0
2191_2,12,6,1.5,0.9,0,1
2192_1,6,9,1.75,0.3,0,1
2192_2,6,9,0.75,1,0,1
2193_1,5,11,1,0.6,-90,0
2193_2,5,11,1,0.6,0,1
2194_1,7,7,1.75,0.9,0,0
2194_2,7,7,0.75,0.9,-45,0
2195_1,23,9,2,1,0,1
2195_2,23,9,0.5,0.7,-90,0
2196_1,16,4,1.75,0.7,-90,0
2196_2,16,4,1,0.9,0,1
2198_1,21,12,0.5,0.4,-90,0
2198_2,21,12,2,0.6,0,1
2199_1,12,11,1,0.3,-45,0
2199_2,12,11,1.5,0.9,0,1
2200_1,8,6,2,0.9,-45,0
2200_2,8,6,1.25,0.7,-45,0
2201_1,17,7,0.5,0.7,-90,0
2201_2,17,7,0.5,0.8,-90,0
2202_1,8,6,1.25,0.6,0,1
2202_2,8,6,1.25,0.7,0,1
2204_1,6,9,1.75,0.4,-90,0
2204_2,6,9,2,0.8,0,1
2205_1,24,4,1.75,0.8,-45,0
2205_2,24,4,1.25,0.6,0,1
2206_1,13,4,1,0.3,-90,0
2206_2,13,4,2,0.5,-90,0
2207_1,16,9,0.75,0.9,0,1
2207_2,16,9,0.75,0.5,-90,0
2209_1,16,7,1,0.9,0,1
2209_2,16,7,1.5,0.5,0,1
2210_1,16,10,1.25,0.9,-45,0
2210_2,16,10,2,0.7,0,1
2211_1,8,6,2,0.6,0,1
2211_2,8,6,1.5,0.7,-90,0
2212_1,20,10,2,0.4,0,1
2212_2,20,10,0.75,0.9,0,1
2213_1,9,10,0.75,0.3,-90,0
2213_2,9,10,1.5,0.4,0,1
2216_1,10,9,1.5,0.7,-45,0
2216_2,10,9,0.5,0.3,-90,0
2217_1,7,11,2,0.6,0,1
2217_2,7,11,1.75,1,0,1
2218_1,7,4,1.25,0.7,-45,0
2218_2,7,4,2,0.6,0,1
2219_1,18,8,1.5,0.6,0,1
2219_2,18,8,1.5,1,-90,0
2221_1,17,5,0.5,1,0,1
2221_2,17,5,2,1,0,1
2222_1,25,4,0.5,0.7,0,1
2222_2,25,4,1.5,0.9,0,1
2224_1,25,11,0.75,0.3,0,1
2224_2,25,11,0.75,0.4,0,1
2225_1,19,8,2,0.7,0,1
2225_2,19,8,1,0.6,-90,0
2226_1,17,12,2,0.4,-90,0
2226_2,17,12,1.25,0.3,0,1
2227_1,21,10,0.5,0.8,0,1
2227_2,21,10,1,0.4,0,1
2228_1,17,5,2,0.8,0,0
2228_2,17,5,1.5,0.7,-90,0
2229_1,19,6,0.5,0.9,0,1
2229_2,19,6,1,0.5,0,1
2230_1,10,13,1.5,0.5,-45,0
2230_2,10,13,2,0.4,0,1
2231_1,25,10,1.25,0.3,-45,0
2231_2,25,10,1.5,0.8,0,1
2233_1,5,10,0.75,0.9,-45,0
2233_2,5,10,0.75,0.8,0,1
2234_1,16,7,0.75,0.4,0,1
2234_2,16,7,1,0.3,-45,0
2237_1,20,4,1.25,0.3,-45,0
2237_2,20,4,0.5,0.9,0,1
2238_1,7,7,2,0.5,-90,0
2238_2,7,7,1.25,0.4,-90,0
2239_1,5,4,0.5,0.6,0,1
2239_2,5,4,1.75,1,0,1
2240_1,22,10,1.75,0.8,-90,0
2240_2,22,10,0.5,0.6,-45,0
2241_1,13,3,1.5,0.7,0,1
2241_2,13,3,1.5,0.5,0,1
2243_1,10,6,1.25,0.7,0,1
2243_2,10,6,0.5,0.6,-90,0
2244_1,23,11,0.5,1,0,1
2244_2,23,11,1.75,0.3,-45,0
2245_1,5,12,0.5,0.6,-90,0
2245_2,5,12,1.75,0.4,-90,0
2246_1,16,5,1.25,0.9,0,1
2246_2,16,5,1.25,0.6,0,1
2248_1,23,13,1,0.5,-45,0
2248_2,23,13,1.75,0.5,0,1
2249_1,21,7,0.75,0.5,-90,0
2249_2,21,7,1.5,0.8,0,1
2250_1,18,13,1.75,0.4,0,1
2250_2,18,13,1.75,1,0,1
2251_1,14,10,1.75,0.6,0,1
2251_2,14,10,2,1,0,1
2252_1,13,13,1.5,0.5,0,1
2252_2,13,13,1,0.5,0,1
2253_1,13,6,1.5,0.6,-90,0
2253_2,13,6,0.5,0.3,-45,0
2255_1,20,3,1.25,0.7,0,1
2255_2,20,3,1,0.5,0,1
2256_1,25,11,2,0.5,0,1
2256_2,25,11,1,0.4,-45,0
2258_1,11,12,1.75,0.4,-45,0
2258_2,11,12,1,0.5,-90,0
2259_1,23,6,0.5,0.3,0,1
2259_2,23,6,1,1,0,1
2261_1,10,10,1,0.8,0,1
2261_2,10,10,1.75,0.7,0,1
2262_1,24,10,2,0.9,0,1
2262_2,24,10,0.5,0.6,0,1
2263_1,21,7,2,0.6,0,1
2263_2,21,7,1.5,1,0,1
2264_1,18,4,1,0.9,-45,0
2264_2,18,4,1.5,0.5,0,0
2265_1,22,3,1.75,0.8,-90,0
2265_2,22,3,1.75,0.9,0,0
2266_1,6,12,0.5,0.5,-45,0
2266_2,6,12,1.5,0.4,0,1
2267_1,8,7,0.75,0.6,0,1
2267_2,8,7,1,0.9,0,0
2268_1,10,14,0.75,0.9,0,1
2268_2,10,14,1,0.9,0,1
2269_1,21,10,1.75,0.6,0,1
2269_2,21,10,0.5,0.5,-45,0
2270_1,23,10,0.5,0.6,-45,0
2270_2,23,10,1,0.5,-90,0
2272_1,23,9,1.75,0.8,0,1
2272_2,23,9,1,1,0,1
2274_1,20,8,0.5,0.9,0,1
2274_2,20,8,1.75,0.7,0,1
2275_1,11,14,1.5,0.9,-45,0
2275_2,11,14,1.25,0.6,0,1
2276_1,12,6,1.5,0.7,0,0
2276_2,12,6,1,0.8,0,1
2277_1,8,12,1.75,1,0,1
2277_2,8,12,2,0.8,0,1
2278_1,19,10,1,0.5,0,1
2278_2,19,10,1.25,0.6,0,1
2279_1,21,14,1.75,1,-45,0
2279_2,21,14,1.25,0.9,0,1
2280_1,18,3,1.75,0.4,0,1
2280_2,18,3,1.5,0.3,0,0
2282_1,9,3,0.75,1,0,1
2282_2,9,3,1.5,0.8,0,1
2283_1,16,13,1.25,0.5,0,1
2283_2,16,13,2,0.3,0,1
2284_1,13,7,0.5,0.5,-90,0
2284_2,13,7,1.25,0.4,0,1
2285_1,9,8,1.25,0.4,-45,0
2285_2,9,8,1.5,0.7,0,1
2286_1,15,12,2,0.5,-90,0
2286_2,15,12,0.5,0.8,0,1
2287_1,18,14,1.75,0.9,-90,0
2287_2,18,14,0.5,1,-90,0
2288_1,5,10,0.75,0.7,0,0
2288_2,5,10,0.5,0.8,-90,0
2290_1,5,13,0.5,0.3,-90,0
2290_2,5,13,0.5,0.3,-90,0
2291_1,25,6,1.5,0.8,0,1
2291_2,25,6,0.75,0.8,-90,0
2292_1,21,5,1.25,0.7,0,1
2292_2,21,5,1.75,0.8,-90,0
2293_1,23,7,1.75,0.8,-45,0
2293_2,23,7,2,0.8,-90,0
2294_1,19,4,0.75,0.7,0,1
2294_2,19,4,2,0.9,0,0
2296_1,5,8,0.5,0.9,0,1
2296_2,5,8,1.25,0.3,0,0
2297_1,7,13,1.75,1,-45,0
2297_2,7,13,0.75,0.9,0,1
2298_1,20,7,1.25,0.9,0,1
2298_2,20,7,1.25,0.3,-90,0
2300_1,7,4,0.75,0.7,0,0
