idx,name,nbar,width,bandwidth
1937,968_1,24,600,1
1938,969_1,21,500,0.1
1939,969_2,21,800,0.7
1940,970_1,15,1100,0.25
1941,970_2,15,300,0.85
1942,971_2,9,600,0.4
1943,971_1,9,500,0.25
1944,972_2,10,700,0.7
1945,972_1,10,300,0.7
1946,973_1,22,600,0.25
1947,973_2,22,300,0.1
1948,974_2,15,900,0.4
1949,974_1,15,600,0.55
1950,975_2,28,500,0.4
1951,975_1,28,800,0.55
1952,976_2,19,700,0.7
1953,976_1,19,800,1
1954,977_2,5,800,0.25
1955,977_1,5,300,0.55
1956,978_1,15,700,0.7
1957,978_2,15,1100,0.55
1958,979_2,5,1000,0.55
1959,979_1,5,1000,0.85
1960,980_2,14,300,0.55
1961,980_1,14,300,0.85
1962,981_1,14,900,0.7
1963,981_2,14,700,1
1964,982_2,13,700,0.1
1965,982_1,13,500,0.4
1966,983_2,17,400,0.25
1967,983_1,17,800,0.85
1968,984_1,26,800,0.55
1969,984_2,26,900,0.25
1970,985_2,14,600,0.25
1971,985_1,14,400,0.1
1972,986_1,19,1000,0.25
1973,986_2,19,300,0.85
1974,987_1,13,400,0.1
1975,987_2,13,900,0.55
1976,988_1,10,1000,0.55
1977,988_2,10,500,0.1
1978,989_1,13,400,0.4
1979,989_2,13,300,0.85
1980,990_1,10,700,1
1981,990_2,10,300,0.85
1982,991_2,9,500,0.1
1983,991_1,9,700,0.55
1984,992_1,18,1100,0.7
1985,992_2,18,700,0.7
1986,993_1,9,500,1
1987,993_2,9,900,0.85
1988,994_1,22,600,0.55
1989,994_2,22,700,1
1990,995_1,5,900,0.25
1991,995_2,5,800,0.4
1992,996_2,25,800,1
1993,996_1,25,700,1
1994,997_2,25,1100,0.55
1995,997_1,25,600,0.1
1996,998_1,9,1000,0.85
1997,998_2,9,1000,0.85
1998,999_1,24,800,0.25
1999,999_2,24,300,0.1
2000,1000_2,14,300,0.4
2001,1000_1,14,900,0.4
2002,1001_2,9,700,1
2003,1001_1,9,300,0.4
2004,1002_2,22,1000,0.55
2005,1002_1,22,1000,0.4
2006,1003_2,10,1100,1
2007,1003_1,10,700,0.85
2008,1004_1,23,500,0.7
2009,1004_2,23,500,0.55
2010,1005_1,21,600,0.7
2011,1005_2,21,400,1
2012,1006_1,5,300,0.85
2013,1006_2,5,900,0.55
2014,1007_1,22,1000,0.25
2015,1007_2,22,300,0.85
2016,1200_1,16,500,0.6
2017,1200_2,16,600,0.75
2018,1201_1,19,500,0.8
2019,1201_2,19,900,0.6
2020,1202_2,20,500,0.85
2021,1202_1,20,400,0.95
2022,1203_2,16,1000,0.85
2023,1203_1,16,300,0.8
2024,1204_2,16,800,0.85
2025,1204_1,16,900,0.85
2026,1205_1,11,1100,0.65
2027,1205_2,11,300,0.85
2028,1206_2,21,1000,0.65
2029,1206_1,21,800,0.75
2030,1207_1,16,1100,0.75
2031,1207_2,16,700,0.9
2032,1208_2,8,900,0.8
2033,1208_1,8,1100,0.7
2034,1209_1,8,1100,0.65
2035,1209_2,8,1000,0.75
2036,1210_2,25,400,0.9
2037,1210_1,25,500,0.65
2038,1211_2,11,1000,1
2039,1211_1,11,1000,0.9
2040,1212_2,18,600,0.85
2041,1212_1,18,1100,1
2042,1213_1,20,400,0.7
2043,1213_2,20,1100,0.65
2044,1214_2,26,1000,0.7
2045,1214_1,26,300,0.9
2046,1215_2,12,1100,0.85
2047,1215_1,12,600,1
2048,1216_1,4,300,0.75
2049,1216_2,4,400,0.8
2050,1217_2,12,500,0.7
2051,1217_1,12,700,0.9
2052,1218_2,26,400,0.75
2053,1218_1,26,300,0.75
2054,1219_2,22,400,0.85
2055,1219_1,22,600,0.95
2056,1220_2,5,500,0.85
2057,1220_1,5,400,0.95
2058,1221_2,6,1000,0.75
2059,1221_1,6,1000,0.7
2060,1222_1,15,400,1
2061,1222_2,15,500,0.75
2062,1223_1,12,1000,0.65
2063,1223_2,12,700,0.8
2064,1224_1,20,900,0.8
2065,1224_2,20,1100,0.65
2066,1225_1,22,1100,0.8
2067,1225_2,22,1000,0.9
2068,1226_1,17,1100,0.9
2069,1226_2,17,300,0.75
2070,1227_1,16,1000,0.85
2071,1227_2,16,400,0.7
2072,1228_1,18,1000,0.85
2073,1228_2,18,1100,0.65
2074,1229_1,16,700,0.8
2075,1229_2,16,800,0.85
2076,1230_2,22,700,1
2077,1230_1,22,1100,0.95
2078,1231_2,6,600,1
2079,1231_1,6,300,1
2080,1232_2,16,1100,0.9
2081,1232_1,16,700,0.7
2082,1233_1,18,400,0.8
2083,1233_2,18,300,0.9
2084,1234_2,18,1000,0.8
2085,1234_1,18,500,0.7
2086,1235_2,7,600,0.8
2087,1235_1,7,600,0.9
2088,1236_2,11,900,0.8
2089,1236_1,11,700,0.75
2090,1237_2,23,900,0.65
2091,1237_1,23,900,0.75
2092,1238_2,12,300,0.6
2093,1238_1,12,600,0.85
2094,1239_2,14,1000,0.95
2095,1239_1,14,600,0.75
2096,1240_2,14,1000,0.6
2097,1240_1,14,400,0.6
2098,1241_1,18,400,0.65
2099,1241_2,18,300,0.85
2100,1242_1,15,700,0.65
2101,1242_2,15,1000,0.9
2102,1243_2,24,900,0.7
2103,1243_1,24,600,0.9
2104,1244_2,24,1100,0.65
2105,1244_1,24,800,0.75
2106,1245_2,16,1100,0.85
2107,1245_1,16,500,0.9
2108,1246_2,26,400,0.85
2109,1246_1,26,800,0.6
2110,1247_1,22,1000,0.6
2111,1247_2,22,1000,0.6
2112,1248_1,15,400,0.7
2113,1248_2,15,700,1
2114,1249_2,18,500,0.65
2115,1249_1,18,1000,1
2116,1250_2,6,600,1
2117,1250_1,6,300,0.75
2118,1251_2,23,500,0.6
2119,1251_1,23,800,1
2120,1252_2,6,800,0.95
2121,1252_1,6,800,0.8
2122,1253_1,14,300,0.8
2123,1253_2,14,700,0.95
2124,1254_1,24,300,0.7
2125,1254_2,24,400,0.6
2126,1255_1,15,600,0.6
2127,1255_2,15,300,0.6
2128,1256_1,24,900,0.8
2129,1256_2,24,700,0.8
2130,1257_2,9,1000,0.65
2131,1257_1,9,400,1
2132,1258_2,15,300,0.95
2133,1258_1,15,800,0.9
2134,1259_2,15,500,0.9
2135,1259_1,15,600,0.9
2136,1260_2,12,1100,0.75
2137,1260_1,12,400,0.8
2138,1261_1,8,300,0.95
2139,1261_2,8,500,0.8
2140,1262_1,5,500,0.95
2141,1262_2,5,800,0.65
2142,1263_2,24,1000,0.9
2143,1263_1,24,700,1
2144,1264_1,20,700,0.9
2145,1264_2,20,800,0.75
2146,1265_1,8,500,0.6
2147,1265_2,8,1100,0.8
2148,1266_2,11,500,0.75
2149,1266_1,11,900,0.9
2150,1267_1,23,1000,0.6
2151,1267_2,23,800,1
2152,1268_2,25,1000,0.85
2153,1268_1,25,1100,1
2154,1269_1,5,1000,0.95
2155,1269_2,5,1000,0.7
2156,1270_1,19,300,0.6
2157,1270_2,19,400,1
2158,1271_2,17,800,0.6
2159,1271_1,17,800,0.85
2160,1272_1,12,400,0.85
2161,1272_2,12,1000,0.6
2162,1273_2,5,1000,0.7
2163,1273_1,5,600,0.7
2164,1274_1,5,300,0.95
2165,1274_2,5,700,0.95
2166,1275_2,14,700,0.65
2167,1275_1,14,600,0.9
2168,1276_2,7,800,0.85
2169,1276_1,7,500,0.8
2170,1277_2,14,300,0.7
2171,1277_1,14,800,0.65
2172,1278_2,25,900,0.7
2173,1278_1,25,700,0.8
2174,1279_1,8,900,0.8
2175,1279_2,8,1100,0.9
2176,1280_1,26,300,0.65
2177,1280_2,26,700,0.8
2178,1281_1,17,1100,0.75
2179,1281_2,17,500,0.6
2180,1282_2,24,700,0.6
2181,1282_1,24,500,0.6
2182,1283_2,23,600,1
2183,1283_1,23,700,0.65
2184,1284_2,16,900,1
2185,1284_1,16,1100,0.85
2186,1285_2,17,500,0.75
2187,1285_1,17,1000,0.7
2188,1286_1,19,1100,0.85
2189,1286_2,19,400,0.9
2190,1287_2,18,600,0.95
2191,1287_1,18,900,0.85
2192,1288_2,18,700,0.95
2193,1288_1,18,1100,0.8
2194,1289_2,11,1100,1
2195,1289_1,11,700,0.8
2196,1290_1,14,400,0.65
2197,1290_2,14,400,0.65
2198,1291_2,20,1100,0.7
2199,1291_1,20,900,0.65
2200,1292_2,18,1100,0.85
2201,1292_1,18,600,0.85
2202,1293_1,26,700,0.75
2203,1293_2,26,400,0.8
2204,1294_1,20,700,0.9
2205,1294_2,20,500,0.7
2206,1295_1,18,600,0.95
2207,1295_2,18,400,0.85
2208,1296_2,10,500,0.6
2209,1296_1,10,600,0.95
2210,1297_2,14,600,1
2211,1297_1,14,900,0.9
2212,1298_1,24,900,0.7
2213,1298_2,24,700,0.7
2214,1299_2,6,600,1
2215,1299_1,6,600,0.6
2216,1300_1,9,500,0.65
2217,1300_2,9,300,0.95
2218,1301_2,15,1100,0.75
2219,1301_1,15,600,0.7
2220,1302_2,23,900,0.7
2221,1302_1,23,600,0.8
2222,1303_1,11,300,0.7
2223,1303_2,11,1100,0.7
2224,1304_1,18,500,0.9
2225,1304_2,18,1100,0.95
2226,1305_1,9,900,0.85
2227,1305_2,9,500,0.6
2228,1306_2,9,700,0.8
2229,1306_1,9,300,0.95
2230,1307_2,19,300,0.85
2231,1307_1,19,900,0.65
2232,1308_1,25,1100,0.85
2233,1308_2,25,600,0.75
2234,1309_1,25,1100,0.9
2235,1309_2,25,1100,0.9
2236,1310_2,8,700,0.6
2237,1310_1,8,700,0.6
2238,1311_1,24,800,0.95
2239,1311_2,24,1000,0.6
2240,1312_1,14,1100,0.85
2241,1312_2,14,400,0.65
2242,1313_1,25,1100,0.8
2243,1313_2,25,400,0.95
2244,1314_2,8,500,0.85
2245,1314_1,8,1100,0.85
2246,1315_2,7,300,0.65
2247,1315_1,7,900,0.75
2248,1316_1,23,600,0.6
2249,1316_2,23,700,0.7
2250,1317_1,14,600,0.8
2251,1317_2,14,600,1
2252,1318_1,19,600,0.75
2253,1318_2,19,1000,0.65
2254,1319_1,19,1000,0.8
2255,1319_2,19,300,0.85
2256,1320_1,18,1000,0.7
2257,1320_2,18,800,1
2258,1321_2,26,700,0.7
2259,1321_1,26,400,0.95
2260,1322_1,14,800,0.9
2261,1322_2,14,900,0.85
2262,1323_1,9,300,0.95
2263,1323_2,9,700,0.95
2264,1324_1,26,400,0.85
2265,1324_2,26,900,0.7
2266,1325_2,28,500,0.8
2267,1325_1,28,800,0.6
2268,1326_1,18,500,0.65
2269,1326_2,18,600,0.75
2270,1327_2,9,300,0.75
2271,1327_1,9,1000,0.8
2272,1328_2,23,600,0.95
2273,1328_1,23,1100,0.75
2274,1329_2,17,500,0.95
2275,1329_1,17,600,0.65
2276,1330_2,23,1000,0.75
2277,1330_1,23,1000,0.6
2278,1331_1,23,700,0.8
2279,1331_2,23,300,0.85
2280,1332_2,18,600,0.6
2281,1332_1,18,400,0.7
2282,1333_1,26,400,0.8
2283,1333_2,26,1100,0.85
2284,1334_2,22,600,0.9
2285,1334_1,22,1100,0.85
2286,1335_2,10,900,0.85
2287,1335_1,10,400,0.6
2288,1336_1,19,900,0.8
2289,1336_2,19,700,0.95
2290,1337_1,17,400,0.7
2291,1337_2,17,300,0.7
2292,1338_2,23,300,0.8
2293,1338_1,23,500,1
2294,1339_2,23,500,1
2295,1339_1,23,500,0.9
2296,1340_2,5,800,0.75
2297,1340_1,5,300,0.75
2298,1341_2,23,900,0.6
2299,1341_1,23,800,0.7
2300,1342_1,7,1100,0.9
2301,1342_2,7,300,0.7
2302,1343_2,19,1100,0.6
2303,1343_1,19,900,0.8
2304,1344_1,4,400,0.7
2305,1344_2,4,500,0.8
2306,1345_2,5,300,0.65
2307,1345_1,5,600,0.8
2308,1346_2,21,600,0.75
2309,1346_1,21,1000,0.7
2310,1347_2,18,900,0.7
2311,1347_1,18,1100,0.7
2312,1348_2,20,300,0.9
2313,1348_1,20,1100,0.7
2314,1349_1,17,400,0.65
2315,1349_2,17,700,0.9
2316,1350_1,18,700,0.85
2317,1350_2,18,500,0.85
2318,1351_1,22,1100,0.75
2319,1351_2,22,400,1
2320,1352_2,10,900,0.85
2321,1352_1,10,300,0.9
2322,1353_1,12,700,0.65
2323,1353_2,12,1000,0.85
2324,1354_1,12,400,0.75
2325,1354_2,12,300,0.75
2326,1355_1,21,300,0.75
2327,1355_2,21,800,0.65
2328,1356_1,22,600,1
2329,1356_2,22,600,0.95
2330,1357_2,21,800,0.9
2331,1357_1,21,700,0.9
2332,1358_1,7,400,0.9
2333,1358_2,7,1100,0.9
2334,1359_2,9,400,0.95
2335,1359_1,9,400,0.85
2336,1360_1,19,900,0.75
2337,1360_2,19,700,0.6
2338,1361_2,9,1000,0.7
2339,1361_1,9,1100,0.7
2340,1362_1,15,800,0.8
2341,1362_2,15,700,0.85
2342,1363_1,20,600,1
2343,1363_2,20,1000,0.7
2344,1364_1,22,600,0.65
2345,1364_2,22,700,0.85
2346,1365_2,6,500,0.8
2347,1365_1,6,300,0.7
2348,1366_2,25,700,0.95
2349,1366_1,25,800,0.8
2350,1367_2,13,1100,0.95
2351,1367_1,13,800,0.6
2352,1368_2,19,400,0.7
2353,1368_1,19,800,0.9
2354,1369_2,19,800,0.95
2355,1369_1,19,400,0.65
2356,1370_2,7,500,0.85
2357,1370_1,7,800,0.7
2358,1371_2,16,1000,0.8
2359,1371_1,16,800,0.85
2360,1372_1,12,900,0.65
2361,1372_2,12,1000,0.85
2362,1373_2,13,900,0.8
2363,1373_1,13,500,0.6
2364,1374_2,23,1100,0.7
2365,1374_1,23,1100,0.65
2366,1375_2,5,900,0.8
2367,1375_1,5,1000,0.75
2368,1376_2,16,600,0.95
2369,1376_1,16,400,0.75
2370,1377_2,14,700,0.85
2371,1377_1,14,500,0.7
2372,1378_1,25,1000,0.7
2373,1378_2,25,900,0.75
2374,1379_2,13,900,0.6
2375,1379_1,13,900,0.8
2376,1380_1,7,700,0.6
2377,1380_2,7,800,0.85
2378,1381_1,22,800,0.85
2379,1381_2,22,400,1
2380,1382_2,11,400,0.95
2381,1382_1,11,1100,0.6
2382,1383_1,20,500,0.85
2383,1383_2,20,400,1
2384,1384_2,24,600,0.9
2385,1384_1,24,500,1
2386,1385_1,11,700,0.85
2387,1385_2,11,1100,0.65
2388,1386_2,7,1100,0.6
2389,1386_1,7,500,1
2390,1387_1,16,600,0.6
2391,1387_2,16,1000,0.95
2392,1388_1,16,500,0.95
2393,1388_2,16,600,0.7
2394,1389_1,17,800,0.9
2395,1389_2,17,800,0.8
2396,1390_1,8,1000,0.9
2397,1390_2,8,400,0.65
2398,1391_1,15,1100,0.6
2399,1391_2,15,800,0.95
2400,1392_2,4,300,0.8
2401,1392_1,4,300,0.9
2402,1393_1,9,500,0.75
2403,1393_2,9,600,0.7
2404,1394_1,15,400,0.85
2405,1394_2,15,1000,0.75
2406,1395_1,18,900,1
2407,1395_2,18,300,1
2408,1396_2,24,700,0.85
2409,1396_1,24,700,0.75
2410,1397_1,20,400,0.75
2411,1397_2,20,800,0.8
2412,1398_1,26,300,0.85
2413,1398_2,26,700,0.85
2414,1399_1,12,300,0.95
2415,1399_2,12,900,0.65
2416,1400_1,20,1000,0.9
2417,1400_2,20,800,0.6
2418,1401_2,6,600,0.95
2419,1401_1,6,400,0.75
2420,1402_1,13,900,0.9
2421,1402_2,13,800,0.85
2422,1403_2,24,1000,0.6
2423,1403_1,24,600,0.85
2424,1404_1,20,700,0.6
2425,1404_2,20,900,1
2426,1405_1,9,800,0.65
2427,1405_2,9,600,0.6
2428,1406_1,9,700,0.9
2429,1406_2,9,900,0.6
2430,1407_1,16,600,0.75
2431,1407_2,16,500,0.6
2432,1408_1,18,700,0.9
2433,1408_2,18,900,0.6
2434,1409_1,20,700,0.85
2435,1409_2,20,400,0.8
2436,1410_1,18,600,0.6
2437,1410_2,18,1100,0.95
2438,1411_2,23,900,0.8
2439,1411_1,23,700,1
2440,1412_2,21,700,0.9
2441,1412_1,21,700,0.9
2442,1413_1,9,300,0.8
2443,1413_2,9,300,1
2444,1414_1,6,400,0.95
2445,1414_2,6,800,1
2446,1415_1,6,1100,0.75
2447,1415_2,6,1000,0.75
2448,1416_2,15,500,0.6
2449,1416_1,15,800,0.9
2450,1417_2,14,900,0.7
2451,1417_1,14,500,0.95
2452,1418_1,19,700,0.9
2453,1418_2,19,400,0.7
2454,1419_2,15,800,0.8
2455,1419_1,15,700,0.85
2456,1420_1,9,500,0.7
2457,1420_2,9,500,1
2458,1421_2,19,800,0.7
2459,1421_1,19,700,0.75
2460,1422_2,9,900,1
2461,1422_1,9,600,0.7
2462,1423_1,25,400,1
2463,1423_2,25,300,0.6
2464,1424_1,21,1100,0.75
2465,1424_2,21,400,0.85
2466,1425_1,19,500,0.75
2467,1425_2,19,400,0.6
2468,1426_2,26,500,0.9
2469,1426_1,26,900,0.9
2470,1427_1,19,300,0.95
2471,1427_2,19,600,0.6
2472,1428_2,8,900,0.75
2473,1428_1,8,300,0.7
2474,1429_1,23,300,0.95
2475,1429_2,23,800,0.65
2476,1430_2,6,800,0.95
2477,1430_1,6,800,0.6
2478,1431_1,22,600,0.85
2479,1431_2,22,300,0.6
2480,1432_1,8,600,0.9
2481,1432_2,8,400,0.85
2482,1433_2,5,1000,0.95
2483,1433_1,5,500,1
2484,1434_1,16,300,0.9
2485,1434_2,16,900,0.7
2486,1435_1,14,300,0.85
2487,1435_2,14,900,0.75
2488,1436_1,9,600,0.9
2489,1436_2,9,600,0.85
2490,1437_2,11,500,0.6
2491,1437_1,11,400,0.6
2492,1438_2,9,1000,0.8
2493,1438_1,9,300,0.65
2494,1439_2,12,600,0.95
2495,1439_1,12,1000,0.6
2496,1440_1,23,1100,1
2497,1440_2,23,1100,0.6
2498,1441_1,7,300,0.9
2499,1441_2,7,700,0.95
2500,1442_2,10,800,0.6
2501,1442_1,10,600,0.9
2502,1443_1,14,1100,0.65
2503,1443_2,14,1100,0.9
2504,1444_1,24,1100,0.8
2505,1444_2,24,300,0.65
2506,1445_1,24,500,0.75
2507,1445_2,24,1100,0.65
2508,1446_1,16,1100,0.85
2509,1446_2,16,1000,0.7
2510,1447_2,23,800,0.9
2511,1447_1,23,400,0.8
2512,1448_2,26,900,1
2513,1448_1,26,1100,0.7
2514,1449_2,24,700,0.9
2515,1449_1,24,900,0.7
2516,1450_1,6,700,0.6
2517,1450_2,6,1000,0.75
2518,1451_2,24,1000,0.6
2519,1451_1,24,800,0.65
2520,1452_1,6,300,0.95
2521,1452_2,6,800,1
2522,1453_2,12,400,0.65
2523,1453_1,12,300,0.65
2524,1454_1,15,300,0.85
2525,1454_2,15,500,0.6
2526,1455_1,19,900,0.95
2527,1455_2,19,1100,1
2528,1456_2,26,900,1
2529,1456_1,26,900,0.75
2530,1457_1,24,600,0.9
2531,1457_2,24,800,0.75
2532,1458_2,19,1100,1
2533,1458_1,19,700,1
2534,1459_1,11,1100,0.9
2535,1459_2,11,400,0.6
2536,1460_2,23,700,0.85
2537,1460_1,23,1100,0.95
2538,1461_1,24,1000,0.95
2539,1461_2,24,900,0.6
2540,1462_2,4,300,0.8
2541,1462_1,4,300,0.6
2542,1463_2,17,400,0.85
2543,1463_1,17,1100,0.85
2544,1464_2,19,400,0.85
2545,1464_1,19,700,1
2546,1465_2,20,1000,1
2547,1465_1,20,1000,0.6
2548,1466_2,24,400,0.6
2549,1466_1,24,600,0.9
2550,1467_2,6,800,0.65
2551,1467_1,6,300,0.6
2552,1468_2,25,500,0.6
2553,1468_1,25,600,0.8
2554,1469_1,16,400,0.6
2555,1469_2,16,1100,0.7
2556,1470_1,14,1100,0.95
2557,1470_2,14,700,0.8
2558,1471_1,20,1000,0.95
2559,1471_2,20,300,0.65
2560,1472_1,26,900,0.6
2561,1472_2,26,900,0.85
2562,1473_2,19,400,0.65
2563,1473_1,19,800,0.6
2564,1474_2,12,900,0.65
2565,1474_1,12,500,1
2566,1475_2,13,700,0.7
2567,1475_1,13,1100,0.95
2568,1476_1,19,300,0.85
2569,1476_2,19,800,0.7
2570,1477_1,4,1100,0.65
2571,1477_2,4,300,0.95
2572,1478_2,11,700,0.7
2573,1478_1,11,1100,0.75
2574,1479_2,17,800,0.9
2575,1479_1,17,600,0.65
2576,1480_2,25,700,0.85
2577,1480_1,25,500,0.7
2578,1481_1,14,500,0.7
2579,1481_2,14,1100,0.85
2580,1482_1,15,700,0.6
2581,1482_2,15,1100,0.9
2582,1483_2,12,700,0.75
2583,1483_1,12,1100,0.8
2584,1484_2,20,500,0.75
2585,1484_1,20,1000,0.6
2586,1485_2,21,900,0.7
2587,1485_1,21,800,1
2588,1486_1,12,600,0.85
2589,1486_2,12,1100,0.65
2590,1487_1,6,800,0.6
2591,1487_2,6,600,0.9
2592,1488_1,5,800,0.7
2593,1488_2,5,300,0.9
2594,1489_2,9,1000,0.85
2595,1489_1,9,300,0.95
2596,1490_1,18,1100,1
2597,1490_2,18,800,1
2598,1491_1,12,400,0.95
2599,1491_2,12,1000,0.8
2600,1492_2,7,400,0.7
2601,1492_1,7,900,0.6
2602,1493_2,11,800,0.7
2603,1493_1,11,700,0.7
2604,1494_2,13,700,0.85
2605,1494_1,13,300,0.9
2606,1495_1,22,800,0.6
2607,1495_2,22,500,1
2608,1496_1,17,600,0.85
2609,1496_2,17,400,0.75
2610,1497_1,8,1000,0.65
2611,1497_2,8,400,0.75
2612,1498_2,12,900,0.85
2613,1498_1,12,1100,0.6
2614,1499_2,16,800,0.85
2615,1499_1,16,1000,0.75
2616,1500_2,17,300,0.8
2617,1500_1,17,600,0.7
2618,1501_1,10,600,0.7
2619,1501_2,10,1000,0.9
2620,1502_1,19,300,1
2621,1502_2,19,800,0.7
2622,1503_1,17,400,0.7
2623,1503_2,17,600,0.9
2624,1504_1,9,800,0.75
2625,1504_2,9,300,0.75
2626,1505_2,12,300,0.9
2627,1505_1,12,700,0.95
2628,1506_1,8,500,0.9
2629,1506_2,8,400,0.65
2630,1507_2,8,1000,1
2631,1507_1,8,600,0.6
2632,1508_1,8,1100,0.95
2633,1508_2,8,1000,0.8
2634,1509_2,8,300,1
2635,1509_1,8,500,0.7
2636,1510_2,12,1100,0.7
2637,1510_1,12,800,0.7
2638,1511_2,16,700,0.7
2639,1511_1,16,900,0.75
2640,1512_2,19,900,0.85
2641,1512_1,19,300,0.8
2642,1513_1,21,600,1
2643,1513_2,21,400,0.75
2644,1514_1,22,300,1
2645,1514_2,22,400,1
2646,1515_2,6,1000,0.75
2647,1515_1,6,400,1
2648,1516_1,18,600,0.95
2649,1516_2,18,700,0.9
2650,1517_1,26,800,0.65
2651,1517_2,26,800,0.8
2652,1518_1,20,900,0.6
2653,1518_2,20,400,0.8
2654,1519_2,23,700,0.8
2655,1519_1,23,1100,0.85
2656,1520_1,11,1000,1
2657,1520_2,11,300,0.7
2658,1521_2,14,900,0.8
2659,1521_1,14,1100,0.9
2660,1522_2,9,300,0.7
2661,1522_1,9,300,0.6
2662,1523_1,8,900,0.7
2663,1523_2,8,1000,0.65
2664,1524_2,25,500,0.85
2665,1524_1,25,400,0.7
2666,1525_2,20,500,0.7
2667,1525_1,20,1000,0.85
2668,1526_2,18,700,0.9
2669,1526_1,18,300,0.6
2670,1527_1,4,800,0.8
2671,1527_2,4,400,0.9
2672,1528_2,8,300,0.75
2673,1528_1,8,400,0.9
2674,1529_1,11,600,0.65
2675,1529_2,11,900,0.9
2676,1530_2,21,500,1
2677,1530_1,21,300,0.8
2678,1531_2,13,1000,0.7
2679,1531_1,13,300,1
2680,1532_2,18,800,0.7
2681,1532_1,18,1000,0.9
2682,1533_2,9,500,0.9
2683,1533_1,9,900,0.7
2684,1534_1,9,800,1
2685,1534_2,9,500,0.65
2686,1535_1,19,700,0.65
2687,1535_2,19,1100,1
2688,1536_1,24,900,0.8
2689,1536_2,24,300,0.65
2690,1537_1,15,700,1
2691,1537_2,15,900,0.95
2692,1538_2,9,600,0.75
2693,1538_1,9,1100,0.8
2694,1539_1,9,700,0.65
2695,1539_2,9,300,0.8
2696,1540_2,7,1000,0.85
2697,1540_1,7,800,0.75
2698,1541_1,23,1000,0.9
2699,1541_2,23,700,0.65
2700,1542_1,20,500,1
2701,1542_2,20,500,0.9
2702,1543_1,17,400,0.95
2703,1543_2,17,900,0.6
2704,1544_1,17,300,0.75
2705,1544_2,17,300,0.9
2706,1545_2,7,900,0.8
2707,1545_1,7,500,0.65
2708,1546_1,12,400,0.8
2709,1546_2,12,500,0.9
2710,1547_1,19,500,1
2711,1547_2,19,800,0.9
2712,1548_1,26,400,0.95
2713,1548_2,26,500,0.65
2714,1549_2,23,1100,0.85
2715,1549_1,23,900,0.7
2716,1550_2,6,800,0.65
2717,1550_1,6,500,0.7
2718,1551_1,11,500,0.75
2719,1551_2,11,800,0.9
2720,1552_1,22,400,0.8
2721,1552_2,22,500,0.7
2722,1553_1,21,800,0.8
2723,1553_2,21,900,0.65
2724,1554_2,23,900,1
2725,1554_1,23,400,0.95
2726,1555_2,6,800,0.6
2727,1555_1,6,800,0.65
2728,1556_1,15,300,0.8
2729,1556_2,15,600,0.7
2730,1557_2,25,700,0.95
2731,1557_1,25,500,0.8
2732,1558_2,11,900,0.8
2733,1558_1,11,500,0.65
2734,1559_2,27,600,1
2735,1559_1,27,1000,0.75
2736,1560_2,12,600,1
2737,1560_1,12,900,0.85
2738,1561_2,15,600,0.85
2739,1561_1,15,1000,0.8
2740,1562_2,15,800,0.85
2741,1562_1,15,1000,0.8
2742,1563_1,12,600,0.6
2743,1563_2,12,500,1
2744,1564_2,19,1000,1
2745,1564_1,19,300,0.95
2746,1565_2,18,500,0.75
2747,1565_1,18,300,0.8
2748,1566_2,21,400,0.75
2749,1566_1,21,600,0.65
2750,1567_2,14,1000,0.95
2751,1567_1,14,1000,0.95
2752,1568_2,20,600,0.65
2753,1568_1,20,800,0.9
2754,1569_1,23,1000,0.85
2755,1569_2,23,700,0.65
2756,1570_2,8,900,0.9
2757,1570_1,8,500,0.6
2758,1571_1,6,1100,0.85
2759,1571_2,6,1100,0.7
2760,1572_1,18,800,0.95
2761,1572_2,18,1000,1
2762,1573_1,19,900,0.85
2763,1573_2,19,800,0.95
2764,1574_2,22,400,0.8
2765,1574_1,22,400,0.85
2766,1575_2,12,800,0.95
2767,1575_1,12,900,0.7
2768,1576_1,19,300,0.95
2769,1576_2,19,700,0.95
2770,1577_1,8,800,0.6
2771,1577_2,8,800,0.95
2772,1578_2,8,600,0.9
2773,1578_1,8,1000,0.9
2774,1579_2,18,500,0.65
2775,1579_1,18,600,0.95
2776,1580_2,5,400,0.7
2777,1580_1,5,700,0.9
2778,1581_2,20,700,0.65
2779,1581_1,20,1100,0.85
2780,1582_1,11,900,0.75
2781,1582_2,11,600,0.9
2782,1583_2,20,900,1
2783,1583_1,20,400,0.8
2784,1584_2,20,800,0.9
2785,1584_1,20,400,0.7
2786,1585_2,28,900,0.95
2787,1585_1,28,1100,0.8
2788,1586_2,22,1100,0.7
2789,1586_1,22,400,0.8
2790,1587_1,11,700,1
2791,1587_2,11,700,0.7
2792,1588_1,17,600,0.9
2793,1588_2,17,1100,1
2794,1589_1,21,600,0.9
2795,1589_2,21,1000,0.85
2796,1590_1,11,500,0.7
2797,1590_2,11,600,0.65
2798,1591_1,13,500,0.8
2799,1591_2,13,600,0.95
2800,1592_1,19,700,0.6
2801,1592_2,19,600,0.85
2802,1593_1,18,400,0.7
2803,1593_2,18,700,0.75
2804,1594_2,23,800,0.8
2805,1594_1,23,700,1
2806,1595_1,5,700,0.9
2807,1595_2,5,600,1
2808,1596_2,21,1100,0.85
2809,1596_1,21,900,0.8
2810,1597_1,5,400,0.65
2811,1597_2,5,400,1
2812,1598_1,10,1100,0.6
2813,1598_2,10,600,0.7
